id,qname,label,kind,module,comment,sources,punned
http://example.org/smartcity#contextZone,ex:contextZone,context zone,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#continuumLevel,ex:continuumLevel,continuum level,datatype_property,topology,Physical/logical continuum level only; not a preference or quality ranking.,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#contractSubject,ex:contractSubject,contract subject,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#coversArea,ex:coversArea,covers area,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#criterionA,ex:criterionA,criterion A,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#criterionB,ex:criterionB,criterion B,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#definedInArtifact,ex:definedInArtifact,defined in artifact,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#delegatedBy,ex:delegatedBy,delegated by,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#delegatesTo,ex:delegatesTo,delegates requests to,object_property,orchestration,"Used when a node is saturated or disconnected. For temporal delegation, use an ex:DelegationEvent with ex:validFrom/ex:validTo and ex:delegatedBy.","[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#delegationDepth,ex:delegationDepth,delegation depth,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#derivedFrom,ex:derivedFrom,derived from,object_property,orchestration,SOSA observation that originated this state and provides its timestamp.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#eligibilityReason,ex:eligibilityReason,eligibility reason,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#estimatedPredictionError,ex:estimatedPredictionError,estimated prediction error,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#evaluatesNode,ex:evaluatesNode,evaluates node,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#evaluatesService,ex:evaluatesService,evaluates service,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#evaluationOrder,ex:evaluationOrder,evaluation order,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#evaluationPurpose,ex:evaluationPurpose,evaluation purpose,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#evaluationUser,ex:evaluationUser,evaluation user,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#evaluationZone,ex:evaluationZone,evaluation zone,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#evidenceContribution,ex:evidenceContribution,evidence contribution,datatype_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#evidenceFactor,ex:evidenceFactor,evidence factor,datatype_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#expiresOnRecoveryOf,ex:expiresOnRecoveryOf,expires on recovery of,object_property,orchestration,Use semantic RecoveryCondition together with validTo/plannedExpiry.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#generatedBy,ex:generatedBy,generated by,object_property,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#governedBy,ex:governedBy,governed by,object_property,governance,"Links users, nodes, services, zones or sessions to the applicable policy according to location and processing context.","[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#graphIRI,ex:graphIRI,graph iri,datatype_property,deployment,,"[""ontology/modules/deployment.ttl""]",False
http://example.org/smartcity#hasAHPScore,ex:hasAHPScore,has AHP / multicriteria score,datatype_property,orchestration,Score of a specific candidate alternative. For AHP it is the AHP result; for other methods the DecisionMethod identifies the scoring semantics.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasActiveConsentRange,ex:hasActiveConsentRange,has active consent range,object_property,governance,Current user-declared range resolved from the active ConsentRecord. It is intentionally independent from the SemanticContract so inconsistencies can be detected.,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasAdaptability,ex:hasAdaptability,has adaptability,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasAnonymizationApplied,ex:hasAnonymizationApplied,has anonymization applied,datatype_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#hasAuthorizationDecision,ex:hasAuthorizationDecision,has authorization decision,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasAuthorizationOutcome,ex:hasAuthorizationOutcome,has authorization outcome,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasAuthorizedDataCategory,ex:hasAuthorizedDataCategory,authorizes data category,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasAvailability,ex:hasAvailability,has availability,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasBatteryLevel,ex:hasBatteryLevel,has battery level,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasCommunication,ex:hasCommunication,has communication level,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasComplianceMetric,ex:hasComplianceMetric,has compliance metric,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasConnectionStatus,ex:hasConnectionStatus,has connection status,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasConsentRange,ex:hasConsentRange,has consent range,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasConsentRecord,ex:hasConsentRecord,has consent record,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasConsistencyRatio,ex:hasConsistencyRatio,has consistency ratio,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasConsistencyThreshold,ex:hasConsistencyThreshold,has consistency threshold,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasDataCategory,ex:hasDataCategory,has data category,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasDataContext,ex:hasDataContext,has data context,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasDataCriticality,ex:hasDataCriticality,has data criticality,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasDataSensitivity,ex:hasDataSensitivity,has data sensitivity,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasDecisionAlternative,ex:hasDecisionAlternative,has decision alternative,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasDecisionMethod,ex:hasDecisionMethod,has decision method,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasDegradationCause,ex:hasDegradationCause,has degradation cause,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasDelegation,ex:hasDelegation,has delegation,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasDetectedSymptom,ex:hasDetectedSymptom,has detected symptom,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasDeviceState,ex:hasDeviceState,has device state,object_property,foundation,,"[""ontology/modules/foundation.ttl""]",False
http://example.org/smartcity#hasDistance,ex:hasDistance,has distance,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#hasEffectiveConsentRange,ex:hasEffectiveConsentRange,has effective consent range,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasElasticity,ex:hasElasticity,has elasticity,datatype_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#hasEnergyLevel,ex:hasEnergyLevel,has energy level,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasEvaluationTicketID,ex:hasEvaluationTicketID,has evaluation ticket ID,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasGeometry,ex:hasGeometry,has geometry,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#hasIdentifier,ex:hasIdentifier,has identifier,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasLatencyWeight,ex:hasLatencyWeight,has latency weight,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasMigrationCost,ex:hasMigrationCost,has migration cost,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasMigrationTime,ex:hasMigrationTime,has migration time,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasMobileDevice,ex:hasMobileDevice,has mobile device,object_property,foundation,,"[""ontology/modules/foundation.ttl""]",False
http://example.org/smartcity#hasMobility,ex:hasMobility,has mobility,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasModelQualityWeight,ex:hasModelQualityWeight,has model quality weight,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasModelTier,ex:hasModelTier,has model tier,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasNeighborNode,ex:hasNeighborNode,has neighbor node,object_property,topology,Adjacent node to which requests can be delegated.,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#hasNodeState,ex:hasNodeState,has node state,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasNoiseApplied,ex:hasNoiseApplied,has noise applied,datatype_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#hasOperationalStatus,ex:hasOperationalStatus,has operational status,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasPairwiseComparison,ex:hasPairwiseComparison,has pairwise comparison,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasPayloadType,ex:hasPayloadType,has payload type,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#hasPerformance,ex:hasPerformance,has performance,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasPermission,ex:hasPermission,has permission,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasPersonStatus,ex:hasPersonStatus,has person status,object_property,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#hasPolicyAction,ex:hasPolicyAction,has policy action,datatype_property,governance,Policy action is now described by the normative policy statement and linked mechanisms/actions; retained only for compatibility.,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasPolicyRelationType,ex:hasPolicyRelationType,has policy relation type,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasPolicyStatement,ex:hasPolicyStatement,has policy statement,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasPolicyType,ex:hasPolicyType,has policy type,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasPopulationDensity,ex:hasPopulationDensity,has population density,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#hasPredictedStressLevel,ex:hasPredictedStressLevel,has predicted stress level,object_property,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#hasPrivacyBudget,ex:hasPrivacyBudget,has privacy budget,datatype_property,federation,Differential privacy epsilon value for the FL session.,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#hasPrivacyBudgetAccount,ex:hasPrivacyBudgetAccount,has privacy budget account,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#hasPrivacyClass,ex:hasPrivacyClass,has privacy class,object_property,deployment,,"[""ontology/modules/deployment.ttl""]",False
http://example.org/smartcity#hasPrivacyMechanism,ex:hasPrivacyMechanism,has privacy mechanism,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#hasPrivacyWeight,ex:hasPrivacyWeight,has privacy weight,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasProcessingLevel,ex:hasProcessingLevel,has processing level,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasProcessingPurpose,ex:hasProcessingPurpose,has processing purpose,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasProcessingScope,ex:hasProcessingScope,has processing scope,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasProfitability,ex:hasProfitability,has profitability,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasQueryType,ex:hasQueryType,has query type,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasRecoveryCondition,ex:hasRecoveryCondition,has recovery condition,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasReplicationEvent,ex:hasReplicationEvent,has replication event,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasResidualCapacity,ex:hasResidualCapacity,has residual capacity,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasRole,ex:hasRole,has role,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasSelectionJustification,ex:hasSelectionJustification,has selection justification,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasSemanticContract,ex:hasSemanticContract,has semantic contract,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasServiceState,ex:hasServiceState,has service state,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasTrustAssessment,ex:hasTrustAssessment,has trust assessment,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasTrustEvidence,ex:hasTrustEvidence,has trust evidence,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasTrustScore,ex:hasTrustScore,has trust score,datatype_property,observability,"Normalized historical reliability score [0,1]. A v3-compliant scientific use should also reference TrustAssessment with rule version and historical window.","[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasTrustWeight,ex:hasTrustWeight,has external trust weight,datatype_property,orchestration,External trust criterion used to filter/order already eligible alternatives. It is not part of AHP weight normalization.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hasUserState,ex:hasUserState,has user state,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hasValidationResult,ex:hasValidationResult,has validation result,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#hasWearable,ex:hasWearable,has wearable,object_property,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#hasWorkload,ex:hasWorkload,has workload,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#hostedAt,ex:hostedAt,hosted at,object_property,deployment,,"[""ontology/modules/deployment.ttl""]",False
http://example.org/smartcity#hostedOnNode,ex:hostedOnNode,hosted on node,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hostsModel,ex:hostsModel,hosts model,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#hostsService,ex:hostsService,hosts service,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#idempotencyKey,ex:idempotencyKey,idempotency key,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#identifierScope,ex:identifierScope,identifier scope,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#identifierValue,ex:identifierValue,identifier value,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#involvedNode,ex:involvedNode,involved node,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#isEligible,ex:isEligible,is eligible,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#isPreferredNode,ex:isPreferredNode,is preferred node,datatype_property,topology,Historical preferred node for this user based on zone and load.,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#isRedundant,ex:isRedundant,is redundant,datatype_property,federation,Redundant or repetitive data — candidate for elimination to reduce traffic.,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#lastUpdated,ex:lastUpdated,last updated,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#legacyDecisionScore,ex:legacyDecisionScore,legacy decision score,datatype_property,orchestration,Legacy single winning score retained for provenance. It is not equivalent to v3 per-alternative scores.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#locatedIn,ex:locatedIn,located in,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#locatedInZone,ex:locatedInZone,located in zone,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#mechanismDescription,ex:mechanismDescription,mechanism description,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#mechanismIdentifier,ex:mechanismIdentifier,mechanism identifier,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#migrationNote,ex:migrationNote,migration note,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#migrationStatus,ex:migrationStatus,migration status,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#modelLineageStatus,ex:modelLineageStatus,model lineage status,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#modelVersion,ex:modelVersion,model version,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#noiseLevel,ex:noiseLevel,noise level,datatype_property,federation,Magnitude of noise injected into gradients or model parameters before transfer.,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#observedModelQuality,ex:observedModelQuality,observed model quality,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#ontologyDigest,ex:ontologyDigest,ontology digest,datatype_property,deployment,,"[""ontology/modules/deployment.ttl""]",False
http://example.org/smartcity#originatesFromDevice,ex:originatesFromDevice,originates from device,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#pairwiseValue,ex:pairwiseValue,pairwise comparison value,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#parametrizedDataReady,ex:parametrizedDataReady,parametrized data ready,datatype_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#parentDelegation,ex:parentDelegation,parent delegation,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#partOfScenario,ex:partOfScenario,part of scenario,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#plannedExpiry,ex:plannedExpiry,planned expiry,datatype_property,orchestration,Planned deadline distinct from effective closure validTo.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#policyArtifactUsed,ex:policyArtifactUsed,policy artifact used,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#policyIdentifier,ex:policyIdentifier,policy identifier,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#policyVersion,ex:policyVersion,policy version,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#predictionConfidence,ex:predictionConfidence,prediction confidence,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#privacyBudgetConsumed,ex:privacyBudgetConsumed,privacy budget consumed,datatype_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#privacyBudgetMaximum,ex:privacyBudgetMaximum,privacy budget maximum,datatype_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#privacyBudgetRemaining,ex:privacyBudgetRemaining,privacy budget remaining,datatype_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#protectsAtRest,ex:protectsAtRest,protects at rest,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#protectsInTransit,ex:protectsInTransit,protects in transit,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#queryIdentifier,ex:queryIdentifier,query identifier,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#queryInterpretation,ex:queryInterpretation,query interpretation,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#queryPurpose,ex:queryPurpose,query purpose,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#queuedRequests,ex:queuedRequests,queued requests,datatype_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#recommendedMechanism,ex:recommendedMechanism,recommended mechanism,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#relatedRequirement,ex:relatedRequirement,related requirement,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#relatesNode,ex:relatesNode,relates node,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#relatesUser,ex:relatesUser,relates user,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#relationCode,ex:relationCode,relation code,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#relationSourceCategory,ex:relationSourceCategory,relation source category,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#relationTargetCategory,ex:relationTargetCategory,relation target category,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#replicaOf,ex:replicaOf,replica of,object_property,orchestration,,"[""ontology/modules/deployment.ttl"", ""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#replicationSource,ex:replicationSource,replication source,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#replicationTarget,ex:replicationTarget,replication target,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#replicationVersion,ex:replicationVersion,replication version,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#requirementIdentifier,ex:requirementIdentifier,requirement identifier,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#requirementStatement,ex:requirementStatement,requirement statement,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#requirementsArtifactUsed,ex:requirementsArtifactUsed,requirements artifact used,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#requiresConsentRange,ex:requiresConsentRange,requires consent range,object_property,governance,"Minimum consent-aware processing scope required for an action, policy, model tier or FL session.","[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#requiresRecalculation,ex:requiresRecalculation,requires recalculation,datatype_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#resourceUsagePercent,ex:resourceUsagePercent,resource usage (%),datatype_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#resultedInAction,ex:resultedInAction,resulted in action,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#rollbackTarget,ex:rollbackTarget,rollback target,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#scenarioIdentifier,ex:scenarioIdentifier,scenario identifier,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#scenarioMechanism,ex:scenarioMechanism,scenario mechanism,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#scenarioPolicy,ex:scenarioPolicy,scenario policy,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#securityBaselineVersion,ex:securityBaselineVersion,security baseline version,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#selectedAlternative,ex:selectedAlternative,selected alternative,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#selectedModelTier,ex:selectedModelTier,selected model tier,object_property,orchestration,Model tier selected by the AHP-style decision balance.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#sendTimestamp,ex:sendTimestamp,send timestamp,datatype_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#sentToNode,ex:sentToNode,sent to node,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#sessionTime,ex:sessionTime,session time,datatype_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#stateDuration,ex:stateDuration,state duration,datatype_property,observability,Computed as validTo - validFrom.,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#strategyCode,ex:strategyCode,strategy code,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#supersedesModel,ex:supersedesModel,supersedes model,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#supportsPolicy,ex:supportsPolicy,supports policy,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#tracedToMechanism,ex:tracedToMechanism,traced to mechanism,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#tracedToPolicy,ex:tracedToPolicy,traced to policy,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#transferDestination,ex:transferDestination,transfer destination,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#transferSource,ex:transferSource,transfer source,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#transfersData,ex:transfersData,transfers data,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#triggeredByState,ex:triggeredByState,triggered by state,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#trustAssessmentForState,ex:trustAssessmentForState,trust assessment for state,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#trustRuleVersion,ex:trustRuleVersion,trust rule version,datatype_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#trustWindowEnd,ex:trustWindowEnd,trust window end,datatype_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#trustWindowStart,ex:trustWindowStart,trust window start,datatype_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#updatesModel,ex:updatesModel,updates model,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#userFeedbackScore,ex:userFeedbackScore,user feedback score,datatype_property,observability,User rating of the previous day's prediction (local model without consent).,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#usesAcceptanceProfile,ex:usesAcceptanceProfile,uses acceptance profile,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#usesEntailmentProfile,ex:usesEntailmentProfile,uses entailment profile,datatype_property,deployment,,"[""ontology/modules/deployment.ttl""]",False
http://example.org/smartcity#usesIdentifier,ex:usesIdentifier,uses identifier,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#usesModel,ex:usesModel,uses model,object_property,orchestration,"Model used by a service. Distinct from hostsModel, whose subject is a ComputationalNode.","[""ontology/modules/orchestration.ttl""]",False
